"channel","beat","sample","rr_pre_ms","rr_post_ms","prematurity","compensatory","morph_corr","is_pvc"
1,598,199136,1033.3333333333,969.4444444444,1.1104477612,1.076119403,0.9976688462,FALSE
1,599,199485,969.4444444444,886.1111111111,1.0417910448,0.9970149254,0.9948874954,FALSE
1,600,199804,886.1111111111,930.5555555556,0.952238806,0.976119403,0.9970781537,FALSE
1,601,200139,930.5555555556,994.4444444444,1,1.0343283582,0.9967710946,FALSE
1,602,200497,994.4444444444,1000,1.0686567164,1.071641791,0.9845142192,FALSE
1,603,200857,1000,1000,1.0746268657,1.0746268657,0.9849976141,FALSE
1,604,201217,1000,922.2222222222,1.0746268657,1.0328358209,0.9957826599,FALSE
1,605,201549,922.2222222222,863.8888888889,0.9910447761,0.9597014925,0.9918072089,FALSE
1,606,201860,863.8888888889,855.5555555556,0.928358209,0.923880597,0.9829809263,FALSE
1,607,202168,855.5555555556,869.4444444444,0.9194029851,0.9268656716,0.9894022238,FALSE
1,608,202481,869.4444444444,830.5555555556,0.9343283582,0.9134328358,0.9847711393,FALSE
1,609,202780,830.5555555556,847.2222222222,0.8925373134,0.9014925373,0.9886956796,FALSE
1,610,203085,847.2222222222,844.4444444444,0.9104477612,0.9089552239,0.9939099811,FALSE
1,611,203389,844.4444444444,819.4444444444,0.9074626866,0.8940298507,0.9855950109,FALSE
1,612,203684,819.4444444444,800,0.8805970149,0.8701492537,0.9755557615,FALSE
1,613,203972,800,816.6666666667,0.8597014925,0.8686567164,0.9876783993,FALSE
1,614,204266,816.6666666667,869.4444444444,0.8776119403,0.9059701493,0.9793855895,FALSE
1,615,204579,869.4444444444,941.6666666667,0.9343283582,0.9731343284,0.9916098722,FALSE
1,616,204918,941.6666666667,1047.2222222222,1.0119402985,1.0686567164,0.9958693135,FALSE
1,617,205295,1047.2222222222,1033.3333333333,1.1253731343,1.1179104478,0.9848801226,FALSE
1,618,205667,1033.3333333333,955.5555555556,1.1104477612,1.0686567164,0.9878808744,FALSE
1,619,206011,955.5555555556,972.2222222222,1.0268656716,1.0358208955,0.9838687458,FALSE
1,620,206361,972.2222222222,952.7777777778,1.0447761194,1.0343283582,0.9840553453,FALSE
1,621,206704,952.7777777778,1011.1111111111,1.023880597,1.0552238806,0.9905190369,FALSE
1,622,207068,1011.1111111111,1094.4444444444,1.0865671642,1.1313432836,0.9912349023,FALSE
1,623,207462,1094.4444444444,1030.5555555556,1.176119403,1.1417910448,0.9959917728,FALSE
1,624,207833,1030.5555555556,972.2222222222,1.1074626866,1.076119403,0.988525573,FALSE
1,625,208183,972.2222222222,969.4444444444,1.0447761194,1.0432835821,0.9916768776,FALSE
1,626,208532,969.4444444444,994.4444444444,1.0417910448,1.0552238806,0.9878604095,FALSE
1,627,208890,994.4444444444,1002.7777777778,1.0686567164,1.0731343284,0.9925805589,FALSE
1,628,209251,1002.7777777778,1011.1111111111,1.0776119403,1.0820895522,0.9959620549,FALSE
1,629,209615,1011.1111111111,991.6666666667,1.0865671642,1.076119403,0.9957790791,FALSE
1,630,209972,991.6666666667,927.7777777778,1.0656716418,1.0313432836,0.9940825377,FALSE
1,631,210306,927.7777777778,936.1111111111,0.9970149254,1.0014925373,0.9890792177,FALSE
1,632,210643,936.1111111111,963.8888888889,1.0059701493,1.0208955224,0.9784522165,FALSE
1,633,210990,963.8888888889,1013.8888888889,1.0358208955,1.0626865672,0.9925764367,FALSE
1,634,211355,1013.8888888889,1002.7777777778,1.0895522388,1.0835820896,0.9919304949,FALSE
1,635,211716,1002.7777777778,1013.8888888889,1.0776119403,1.0835820896,0.9925766023,FALSE
1,636,212081,1013.8888888889,947.2222222222,1.0895522388,1.0537313433,0.9960043866,FALSE
1,637,212422,947.2222222222,930.5555555556,1.0179104478,1.0089552239,0.9927351903,FALSE
1,638,212757,930.5555555556,997.2222222222,1,1.0358208955,0.9891921136,FALSE
1,639,213116,997.2222222222,997.2222222222,1.071641791,1.071641791,0.9944603583,FALSE
1,640,213475,997.2222222222,983.3333333333,1.071641791,1.0641791045,0.9931354459,FALSE
1,641,213829,983.3333333333,991.6666666667,1.0567164179,1.0611940299,0.9948396163,FALSE
1,642,214186,991.6666666667,941.6666666667,1.0656716418,1.0388059701,0.9927970658,FALSE
1,643,214525,941.6666666667,813.8888888889,1.0119402985,0.9432835821,0.990575871,FALSE
1,644,214818,813.8888888889,872.2222222222,0.8746268657,0.9059701493,0.9828590816,FALSE
1,645,215132,872.2222222222,963.8888888889,0.9373134328,0.9865671642,0.9952028644,FALSE
1,646,215479,963.8888888889,1011.1111111111,1.0358208955,1.0611940299,0.9959484756,FALSE
1,647,215843,1011.1111111111,1008.3333333333,1.0865671642,1.0850746269,0.992138972,FALSE
1,648,216206,1008.3333333333,916.6666666667,1.0835820896,1.0343283582,0.9855798851,FALSE
1,649,216536,916.6666666667,875,0.9850746269,0.9626865672,0.9852300008,FALSE
1,650,216851,875,861.1111111111,0.9402985075,0.9328358209,0.979200379,FALSE
1,651,217161,861.1111111111,908.3333333333,0.9253731343,0.9507462687,0.985052611,FALSE
1,652,217488,908.3333333333,905.5555555556,0.976119403,0.9746268657,0.9970548102,FALSE
1,653,217814,905.5555555556,897.2222222222,0.9731343284,0.9686567164,0.9950116436,FALSE
1,654,218137,897.2222222222,911.1111111111,0.9641791045,0.971641791,0.9876044676,FALSE
1,655,218465,911.1111111111,913.8888888889,0.9791044776,0.9805970149,0.9938484842,FALSE
1,656,218794,913.8888888889,916.6666666667,0.9820895522,0.9835820896,0.991584716,FALSE
1,657,219124,916.6666666667,908.3333333333,0.9850746269,0.9805970149,0.9927690478,FALSE
1,658,219451,908.3333333333,944.4444444444,0.976119403,0.9955223881,0.9812027613,FALSE
1,659,219791,944.4444444444,980.5555555556,1.0149253731,1.0343283582,0.9862431903,FALSE
1,660,220144,980.5555555556,1041.6666666667,1.0537313433,1.0865671642,0.9932161366,FALSE
1,661,220519,1041.6666666667,997.2222222222,1.1194029851,1.0955223881,0.9972328802,FALSE
1,662,220878,997.2222222222,966.6666666667,1.071641791,1.0552238806,0.99366997,FALSE
1,663,221226,966.6666666667,1033.3333333333,1.0388059701,1.0746268657,0.9864239487,FALSE
1,664,221598,1033.3333333333,1094.4444444444,1.1104477612,1.1432835821,0.9924815053,FALSE
1,665,221992,1094.4444444444,1113.8888888889,1.176119403,1.1865671642,0.9954509896,FALSE
1,666,222393,1113.8888888889,1058.3333333333,1.1970149254,1.1671641791,0.996393301,FALSE
1,667,222774,1058.3333333333,1016.6666666667,1.1373134328,1.1149253731,0.9962385996,FALSE
1,668,223140,1016.6666666667,994.4444444444,1.0925373134,1.0805970149,0.9860054049,FALSE
1,669,223498,994.4444444444,963.8888888889,1.0686567164,1.052238806,0.9934440384,FALSE
1,670,223845,963.8888888889,1000,1.0358208955,1.0552238806,0.9884951537,FALSE
1,671,224205,1000,1000,1.0746268657,1.0746268657,0.9966521142,FALSE
1,672,224565,1000,927.7777777778,1.0746268657,1.0358208955,0.9978436873,FALSE
1,673,224899,927.7777777778,919.4444444444,0.9970149254,0.9925373134,0.9977202291,FALSE
1,674,225230,919.4444444444,888.8888888889,0.9880597015,0.971641791,0.9878676417,FALSE
1,675,225550,888.8888888889,855.5555555556,0.9552238806,0.9373134328,0.9954494349,FALSE
1,676,225858,855.5555555556,883.3333333333,0.9194029851,0.9343283582,0.9908533617,FALSE
1,677,226176,883.3333333333,891.6666666667,0.9492537313,0.9537313433,0.9656970376,FALSE
1,678,226497,891.6666666667,902.7777777778,0.9582089552,0.9641791045,0.9810261859,FALSE
1,679,226822,902.7777777778,858.3333333333,0.9701492537,0.9462686567,0.9951656125,FALSE
1,680,227131,858.3333333333,805.5555555556,0.9223880597,0.8940298507,0.9963415607,FALSE
1,681,227421,805.5555555556,827.7777777778,0.8656716418,0.8776119403,0.9940131887,FALSE
1,682,227719,827.7777777778,822.2222222222,0.8895522388,0.8865671642,0.9595203311,FALSE
1,683,228015,822.2222222222,900,0.8835820896,0.9253731343,0.9764041301,FALSE
1,684,228339,900,941.6666666667,0.9671641791,0.9895522388,0.9658978988,FALSE
1,685,228678,941.6666666667,911.1111111111,1.0119402985,0.9955223881,0.9723885765,FALSE
1,686,229006,911.1111111111,908.3333333333,0.9791044776,0.9776119403,0.9863464813,FALSE
1,687,229333,908.3333333333,936.1111111111,0.976119403,0.9910447761,0.9829766656,FALSE
1,688,229670,936.1111111111,883.3333333333,1.0059701493,0.9776119403,0.9887394768,FALSE
1,689,229988,883.3333333333,833.3333333333,0.9492537313,0.9223880597,0.9874269641,FALSE
1,690,230288,833.3333333333,852.7777777778,0.8955223881,0.9059701493,0.968700818,FALSE
1,691,230595,852.7777777778,922.2222222222,0.9164179104,0.9537313433,0.969509691,FALSE
1,692,230927,922.2222222222,944.4444444444,0.9910447761,1.0029850746,0.9845882398,FALSE
1,693,231267,944.4444444444,958.3333333333,1.0149253731,1.0223880597,0.9882510598,FALSE
1,694,231612,958.3333333333,925,1.0298507463,1.0119402985,0.971876857,FALSE
1,695,231945,925,838.8888888889,0.9940298507,0.947761194,0.9894366519,FALSE
1,696,232247,838.8888888889,886.1111111111,0.9014925373,0.9268656716,0.9812813938,FALSE
1,697,232566,886.1111111111,958.3333333333,0.952238806,0.9910447761,0.9765498612,FALSE
1,698,232911,958.3333333333,969.4444444444,1.0298507463,1.0358208955,0.9894091617,FALSE
1,699,233260,969.4444444444,936.1111111111,1.0417910448,1.023880597,0.9903204318,FALSE
1,700,233597,936.1111111111,902.7777777778,1.0059701493,0.9880597015,0.9944355251,FALSE
1,701,233922,902.7777777778,894.4444444444,0.9701492537,0.9656716418,0.9788338082,FALSE
1,702,234244,894.4444444444,905.5555555556,0.9611940299,0.9671641791,0.9973481424,FALSE
1,703,234570,905.5555555556,897.2222222222,0.9731343284,0.9686567164,0.9948694273,FALSE
1,704,234893,897.2222222222,936.1111111111,0.9641791045,0.9850746269,0.9879828093,FALSE
1,705,235230,936.1111111111,966.6666666667,1.0059701493,1.0223880597,0.9809802339,FALSE
1,706,235578,966.6666666667,991.6666666667,1.0388059701,1.052238806,0.9956359004,FALSE
1,707,235935,991.6666666667,927.7777777778,1.0656716418,1.0313432836,0.9982446782,FALSE
1,708,236269,927.7777777778,905.5555555556,0.9970149254,0.9850746269,0.9966522369,FALSE
1,709,236595,905.5555555556,877.7777777778,0.9731343284,0.9582089552,0.9963351748,FALSE
1,710,236911,877.7777777778,908.3333333333,0.9432835821,0.9597014925,0.9933184784,FALSE
1,711,237238,908.3333333333,958.3333333333,0.976119403,1.0029850746,0.9891547994,FALSE
1,712,237583,958.3333333333,977.7777777778,1.0298507463,1.0402985075,0.9980262096,FALSE
1,713,237935,977.7777777778,863.8888888889,1.0507462687,0.9895522388,0.9817246526,FALSE
1,714,238246,863.8888888889,891.6666666667,0.928358209,0.9432835821,0.9896144627,FALSE
1,715,238567,891.6666666667,919.4444444444,0.9582089552,0.9731343284,0.9962770641,FALSE
1,716,238898,919.4444444444,997.2222222222,0.9880597015,1.0298507463,0.9968033113,FALSE
1,717,239257,997.2222222222,1002.7777777778,1.071641791,1.0746268657,0.993245834,FALSE
1,718,239618,1002.7777777778,952.7777777778,1.0776119403,1.0507462687,0.9843252823,FALSE
1,719,239961,952.7777777778,888.8888888889,1.023880597,0.9895522388,0.9979643521,FALSE
1,720,240281,888.8888888889,819.4444444444,0.9552238806,0.9179104478,0.9836591549,FALSE
1,721,240576,819.4444444444,800,0.8805970149,0.8701492537,0.9798997234,FALSE
1,722,240864,800,855.5555555556,0.8597014925,0.8895522388,0.9954517906,FALSE
1,723,241172,855.5555555556,955.5555555556,0.9194029851,0.9731343284,0.9961956103,FALSE
1,724,241516,955.5555555556,977.7777777778,1.0268656716,1.0388059701,0.9918119587,FALSE
1,725,241868,977.7777777778,1013.8888888889,1.0507462687,1.0701492537,0.9826978407,FALSE
1,726,242233,1013.8888888889,1016.6666666667,1.0895522388,1.0910447761,0.9952946213,FALSE
1,727,242599,1016.6666666667,1008.3333333333,1.0925373134,1.0880597015,0.9902149237,FALSE
1,728,242962,1008.3333333333,955.5555555556,1.0835820896,1.0552238806,0.9858811452,FALSE
1,729,243306,955.5555555556,991.6666666667,1.0268656716,1.0462686567,0.9921789533,FALSE
1,730,243663,991.6666666667,1000,1.0656716418,1.0701492537,0.9953441267,FALSE
1,731,244023,1000,930.5555555556,1.0746268657,1.0373134328,0.9784642232,FALSE
1,732,244358,930.5555555556,947.2222222222,1,1.0089552239,0.9792749685,FALSE
1,733,244699,947.2222222222,922.2222222222,1.0179104478,1.0044776119,0.9940744563,FALSE
1,734,245031,922.2222222222,938.8888888889,0.9910447761,1,0.9913364981,FALSE
1,735,245369,938.8888888889,988.8888888889,1.0089552239,1.0358208955,0.9708401695,FALSE
1,736,245725,988.8888888889,969.4444444444,1.0626865672,1.052238806,0.9685745118,FALSE
1,737,246074,969.4444444444,950,1.0417910448,1.0313432836,0.9906374865,FALSE
1,738,246416,950,927.7777777778,1.0208955224,1.0089552239,0.9872195924,FALSE
1,739,246750,927.7777777778,825,0.9970149254,0.9417910448,0.975356011,FALSE
1,740,247047,825,813.8888888889,0.8865671642,0.8805970149,0.9879296453,FALSE
1,741,247340,813.8888888889,830.5555555556,0.8746268657,0.8835820896,0.967946601,FALSE
1,742,247639,830.5555555556,872.2222222222,0.8925373134,0.9149253731,0.990296726,FALSE
1,743,247953,872.2222222222,847.2222222222,0.9373134328,0.923880597,0.9940991603,FALSE
1,744,248258,847.2222222222,852.7777777778,0.9104477612,0.9134328358,0.9952745421,FALSE
1,745,248565,852.7777777778,827.7777777778,0.9164179104,0.9029850746,0.9940031024,FALSE
1,746,248863,827.7777777778,833.3333333333,0.8895522388,0.8925373134,0.9962579632,FALSE
1,747,249163,833.3333333333,819.4444444444,0.8955223881,0.8880597015,0.9783347672,FALSE
1,748,249458,819.4444444444,794.4444444444,0.8805970149,0.8671641791,0.9951908758,FALSE
1,749,249744,794.4444444444,836.1111111111,0.8537313433,0.876119403,0.9964635545,FALSE
1,750,250045,836.1111111111,858.3333333333,0.8985074627,0.9104477612,0.9887071222,FALSE
1,751,250354,858.3333333333,833.3333333333,0.9223880597,0.9089552239,0.9969793464,FALSE
1,752,250654,833.3333333333,850,0.8955223881,0.9044776119,0.9807335872,FALSE
1,753,250960,850,769.4444444444,0.9134328358,0.8701492537,0.9957540883,FALSE
1,754,251237,769.4444444444,786.1111111111,0.8268656716,0.8358208955,0.9921064075,FALSE
1,755,251520,786.1111111111,816.6666666667,0.8447761194,0.8611940299,0.9848428447,FALSE
1,756,251814,816.6666666667,850,0.8776119403,0.8955223881,0.9938477692,FALSE
1,757,252120,850,988.8888888889,0.9134328358,0.9880597015,0.972525882,FALSE
1,758,252476,988.8888888889,983.3333333333,1.0626865672,1.0597014925,0.9960700583,FALSE
1,759,252830,983.3333333333,925,1.0567164179,1.0253731343,0.987480677,FALSE
1,760,253163,925,861.1111111111,0.9940298507,0.9597014925,0.9920531204,FALSE
1,761,253473,861.1111111111,805.5555555556,0.9253731343,0.8955223881,0.9958259158,FALSE
1,762,253763,805.5555555556,841.6666666667,0.8656716418,0.8850746269,0.9961882541,FALSE
1,763,254066,841.6666666667,813.8888888889,0.9044776119,0.8895522388,0.9780747219,FALSE
1,764,254359,813.8888888889,866.6666666667,0.8746268657,0.9029850746,0.9957397429,FALSE
1,765,254671,866.6666666667,905.5555555556,0.9313432836,0.952238806,0.9926606453,FALSE
1,766,254997,905.5555555556,863.8888888889,0.9731343284,0.9507462687,0.9948977068,FALSE
1,767,255308,863.8888888889,855.5555555556,0.928358209,0.923880597,0.9925824368,FALSE
1,768,255616,855.5555555556,844.4444444444,0.9194029851,0.9134328358,0.9902041162,FALSE
1,769,255920,844.4444444444,766.6666666667,0.9074626866,0.8656716418,0.9895800515,FALSE
1,770,256196,766.6666666667,872.2222222222,0.823880597,0.8805970149,0.3854917197,TRUE
1,771,256510,872.2222222222,838.8888888889,0.9373134328,0.9194029851,0.9809115066,FALSE
1,772,256812,838.8888888889,838.8888888889,0.9014925373,0.9014925373,0.986316586,FALSE
1,773,257114,838.8888888889,808.3333333333,0.9014925373,0.8850746269,0.9934860179,FALSE
1,774,257405,808.3333333333,500,0.8686567164,0.7029850746,0.9911541458,FALSE
1,775,257585,500,1041.6666666667,0.5373134328,0.828358209,0.7890225698,TRUE
1,776,257960,1041.6666666667,750,1.1194029851,0.9626865672,0.9863498371,FALSE
1,777,258230,750,844.4444444444,0.8059701493,0.8567164179,0.2578014065,TRUE
1,778,258534,844.4444444444,508.3333333333,0.9074626866,0.7268656716,0.9942775516,FALSE
1,779,258717,508.3333333333,1144.4444444444,0.5462686567,0.8880597015,0.7417225772,TRUE
1,780,259129,1144.4444444444,805.5555555556,1.2298507463,1.047761194,0.989636388,FALSE
1,781,259419,805.5555555556,505.5555555556,0.8656716418,0.7044776119,0.9970960557,FALSE
1,782,259601,505.5555555556,1086.1111111111,0.5432835821,0.8552238806,0.8210788741,TRUE
1,783,259992,1086.1111111111,488.8888888889,1.1671641791,0.8462686567,0.9921955338,FALSE
1,784,260168,488.8888888889,1191.6666666667,0.5253731343,0.9029850746,0.7526095697,TRUE
1,785,260597,1191.6666666667,811.1111111111,1.2805970149,1.076119403,0.9946575059,FALSE
1,786,260889,811.1111111111,811.1111111111,0.871641791,0.871641791,0.9941729319,FALSE
1,787,261181,811.1111111111,833.3333333333,0.871641791,0.8835820896,0.9957677908,FALSE
1,788,261481,833.3333333333,519.4444444444,0.8955223881,0.7268656716,0.9914928599,FALSE
1,789,261668,519.4444444444,1052.7777777778,0.5582089552,0.8447761194,0.7786872334,TRUE
1,790,262047,1052.7777777778,744.4444444444,1.1313432836,0.9656716418,0.9869919904,FALSE
1,791,262315,744.4444444444,730.5555555556,0.8,0.7925373134,0.9898114114,FALSE
1,792,262578,730.5555555556,727.7777777778,0.7850746269,0.7835820896,0.9926207105,FALSE
1,793,262840,727.7777777778,213.8888888889,0.7820895522,0.5059701493,0.1594127126,TRUE
1,794,262917,213.8888888889,1219.4444444444,0.2298507463,0.7701492537,0.708882496,TRUE
1,795,263356,1219.4444444444,808.3333333333,1.3104477612,1.0895522388,0.9910498032,FALSE
1,796,263647,808.3333333333,747.2222222222,0.8686567164,0.8358208955,0.9933303624,FALSE
1,797,263916,747.2222222222,825,0.8029850746,0.8447761194,0.2527451204,TRUE
1,798,264213,825,483.3333333333,0.8865671642,0.7029850746,0.9827203671,FALSE
1,799,264387,483.3333333333,1036.1111111111,0.5194029851,0.8164179104,0.7613547965,TRUE
1,800,264760,1036.1111111111,783.3333333333,1.1134328358,0.9776119403,0.9943872522,FALSE
1,801,265042,783.3333333333,819.4444444444,0.8417910448,0.8611940299,0.9954968538,FALSE
1,802,265337,819.4444444444,775,0.8805970149,0.8567164179,0.9909079767,FALSE
1,803,265616,775,880.5555555556,0.8328358209,0.8895522388,0.1582483388,TRUE
1,804,265933,880.5555555556,775,0.9462686567,0.8895522388,0.9960554286,FALSE
1,805,266212,775,741.6666666667,0.8328358209,0.8149253731,0.9970131693,FALSE
1,806,266479,741.6666666667,211.1111111111,0.7970149254,0.5119402985,0.3218369696,TRUE
1,807,266555,211.1111111111,1069.4444444444,0.2268656716,0.6880597015,0.7391518702,TRUE
1,808,266940,1069.4444444444,713.8888888889,1.1492537313,0.9582089552,0.9848191437,FALSE
1,809,267197,713.8888888889,825,0.7671641791,0.8268656716,0.3756806911,TRUE
1,810,267494,825,744.4444444444,0.8865671642,0.8432835821,0.9952097825,FALSE
1,811,267762,744.4444444444,758.3333333333,0.8,0.8074626866,0.9930192118,FALSE
1,812,268035,758.3333333333,255.5555555556,0.8149253731,0.5447761194,0.0528792737,TRUE
1,813,268127,255.5555555556,1058.3333333333,0.2746268657,0.7059701493,0.6706748816,TRUE
1,814,268508,1058.3333333333,675,1.1373134328,0.9313432836,0.9947329185,FALSE
1,815,268751,675,702.7777777778,0.7253731343,0.7402985075,0.6291031905,TRUE
1,816,269004,702.7777777778,733.3333333333,0.7552238806,0.771641791,0.9896494687,FALSE
1,817,269268,733.3333333333,722.2222222222,0.7880597015,0.7820895522,0.1743127842,TRUE
1,818,269528,722.2222222222,738.8888888889,0.776119403,0.7850746269,0.9786784849,FALSE
1,819,269794,738.8888888889,694.4444444444,0.7940298507,0.7701492537,0.0254882242,TRUE
1,820,270044,694.4444444444,711.1111111111,0.7462686567,0.7552238806,0.9813474177,FALSE
1,821,270300,711.1111111111,688.8888888889,0.7641791045,0.752238806,0.3703845369,TRUE
1,822,270548,688.8888888889,688.8888888889,0.7402985075,0.7402985075,0.9944323075,FALSE
1,823,270796,688.8888888889,644.4444444444,0.7402985075,0.7164179104,0.586605769,TRUE
1,824,271028,644.4444444444,455.5555555556,0.6925373134,0.5910447761,0.9950722198,FALSE
1,825,271192,455.5555555556,900,0.4895522388,0.728358209,0.8389885776,TRUE
1,826,271516,900,480.5555555556,0.9671641791,0.7417910448,0.9942986462,FALSE
1,827,271689,480.5555555556,994.4444444444,0.5164179104,0.7925373134,0.7877334127,TRUE
1,828,272047,994.4444444444,480.5555555556,1.0686567164,0.7925373134,0.9810505447,FALSE
1,829,272220,480.5555555556,1002.7777777778,0.5164179104,0.7970149254,0.8115854624,TRUE
1,830,272581,1002.7777777778,469.4444444444,1.0776119403,0.7910447761,0.9963510946,FALSE
1,831,272750,469.4444444444,922.2222222222,0.5044776119,0.747761194,0.8214888531,TRUE
1,832,273082,922.2222222222,444.4444444444,0.9910447761,0.7343283582,0.9776994934,FALSE
1,833,273242,444.4444444444,975,0.4776119403,0.7626865672,0.8390419098,TRUE
1,834,273593,975,483.3333333333,1.047761194,0.7835820896,0.9969243869,FALSE
1,835,273767,483.3333333333,1019.4444444444,0.5194029851,0.8074626866,0.795669314,TRUE
1,836,274134,1019.4444444444,497.2222222222,1.0955223881,0.8149253731,0.9674523343,FALSE
1,837,274313,497.2222222222,1033.3333333333,0.5343283582,0.8223880597,0.8107603593,TRUE
1,838,274685,1033.3333333333,461.1111111111,1.1104477612,0.8029850746,0.9933600153,FALSE
1,839,274851,461.1111111111,947.2222222222,0.4955223881,0.7567164179,0.8438127648,TRUE
1,840,275192,947.2222222222,472.2222222222,1.0179104478,0.7626865672,0.9968984849,FALSE
1,841,275362,472.2222222222,905.5555555556,0.5074626866,0.7402985075,0.8724448771,TRUE
1,842,275688,905.5555555556,733.3333333333,0.9731343284,0.8805970149,0.979118159,FALSE
1,843,275952,733.3333333333,702.7777777778,0.7880597015,0.771641791,0.3711780119,TRUE
1,844,276205,702.7777777778,488.8888888889,0.7552238806,0.6402985075,0.9969944289,FALSE
1,845,276381,488.8888888889,941.6666666667,0.5253731343,0.7686567164,0.8301432456,TRUE
1,846,276720,941.6666666667,494.4444444444,1.0119402985,0.771641791,0.9906967425,FALSE
1,847,276898,494.4444444444,913.8888888889,0.5313432836,0.7567164179,0.8246090748,TRUE
1,848,277227,913.8888888889,455.5555555556,0.9820895522,0.7358208955,0.9964332158,FALSE
1,849,277391,455.5555555556,916.6666666667,0.4895522388,0.7373134328,0.8405160287,TRUE
1,850,277721,916.6666666667,452.7777777778,0.9850746269,0.7358208955,0.986897554,FALSE
1,851,277884,452.7777777778,972.2222222222,0.4865671642,0.7656716418,0.8475361374,TRUE
1,852,278234,972.2222222222,497.2222222222,1.0447761194,0.7895522388,0.9955634942,FALSE
1,853,278413,497.2222222222,994.4444444444,0.5343283582,0.8014925373,0.7637395297,TRUE
1,854,278771,994.4444444444,477.7777777778,1.0686567164,0.7910447761,0.9965866727,FALSE
1,855,278943,477.7777777778,911.1111111111,0.5134328358,0.7462686567,0.8527873434,TRUE
1,856,279271,911.1111111111,444.4444444444,0.9791044776,0.728358209,0.9979990976,FALSE
1,857,279431,444.4444444444,861.1111111111,0.4776119403,0.7014925373,0.8566306165,TRUE
1,858,279741,861.1111111111,444.4444444444,0.9253731343,0.7014925373,0.9953851681,FALSE
1,859,279901,444.4444444444,911.1111111111,0.4776119403,0.728358209,0.9002065516,FALSE
1,860,280229,911.1111111111,483.3333333333,0.9791044776,0.7492537313,0.9898978433,FALSE
1,861,280403,483.3333333333,905.5555555556,0.5194029851,0.7462686567,0.8335790105,TRUE
1,862,280729,905.5555555556,480.5555555556,0.9731343284,0.7447761194,0.9751834049,FALSE
1,863,280902,480.5555555556,897.2222222222,0.5164179104,0.7402985075,0.8033631381,TRUE
1,864,281225,897.2222222222,458.3333333333,0.9641791045,0.728358209,0.9863190409,FALSE
1,865,281390,458.3333333333,886.1111111111,0.4925373134,0.7223880597,0.8785516315,TRUE
1,866,281709,886.1111111111,438.8888888889,0.952238806,0.7119402985,0.9917684329,FALSE
1,867,281867,438.8888888889,938.8888888889,0.471641791,0.7402985075,0.8435301527,TRUE
1,868,282205,938.8888888889,436.1111111111,1.0089552239,0.7388059701,0.9559267232,FALSE
1,869,282362,436.1111111111,980.5555555556,0.4686567164,0.7611940299,0.8421726956,TRUE
1,870,282715,980.5555555556,475,1.0537313433,0.7820895522,0.9873264098,FALSE
1,871,282886,475,955.5555555556,0.5104477612,0.7686567164,0.6953660585,TRUE
1,872,283230,955.5555555556,480.5555555556,1.0268656716,0.771641791,0.99616298,FALSE
1,873,283403,480.5555555556,866.6666666667,0.5164179104,0.723880597,0.8832362331,TRUE
1,874,283715,866.6666666667,438.8888888889,0.9313432836,0.7014925373,0.9952990069,FALSE
1,875,283873,438.8888888889,863.8888888889,0.471641791,0.7,0.8684970381,TRUE
1,876,284184,863.8888888889,472.2222222222,0.928358209,0.7179104478,0.9971077182,FALSE
1,877,284354,472.2222222222,938.8888888889,0.5074626866,0.7582089552,0.8565439032,TRUE
1,878,284692,938.8888888889,475,1.0089552239,0.7597014925,0.990820846,FALSE
1,879,284863,475,938.8888888889,0.5104477612,0.7597014925,0.87970786,TRUE
1,880,285201,938.8888888889,458.3333333333,1.0089552239,0.7507462687,0.9964934618,FALSE
1,881,285366,458.3333333333,913.8888888889,0.4925373134,0.7373134328,0.825073904,TRUE
1,882,285695,913.8888888889,427.7777777778,0.9820895522,0.7208955224,0.9945354376,FALSE
1,883,285849,427.7777777778,891.6666666667,0.4597014925,0.7089552239,0.8939798715,TRUE
1,884,286170,891.6666666667,450,0.9582089552,0.7208955224,0.9678348683,FALSE
1,885,286332,450,922.2222222222,0.4835820896,0.7373134328,0.8854466522,TRUE
1,886,286664,922.2222222222,461.1111111111,0.9910447761,0.7432835821,0.9950177851,FALSE
1,887,286830,461.1111111111,983.3333333333,0.4955223881,0.776119403,0.8735437537,TRUE
1,888,287184,983.3333333333,475,1.0567164179,0.7835820896,0.9894178336,FALSE
1,889,287355,475,1019.4444444444,0.5104477612,0.8029850746,0.88255771,TRUE
1,890,287722,1019.4444444444,447.2222222222,1.0955223881,0.7880597015,0.9754045089,FALSE
1,891,287883,447.2222222222,966.6666666667,0.4805970149,0.7597014925,0.8425215534,TRUE
1,892,288231,966.6666666667,441.6666666667,1.0388059701,0.7567164179,0.9903096911,FALSE
1,893,288390,441.6666666667,988.8888888889,0.4746268657,0.7686567164,0.8926885697,TRUE
1,894,288746,988.8888888889,472.2222222222,1.0626865672,0.7850746269,0.9882943544,FALSE
1,895,288916,472.2222222222,1061.1111111111,0.5074626866,0.823880597,0.8401020872,TRUE
1,896,289298,1061.1111111111,497.2222222222,1.1402985075,0.8373134328,0.9964354101,FALSE
1,897,289477,497.2222222222,983.3333333333,0.5343283582,0.7955223881,0.8291915706,TRUE
1,898,289831,983.3333333333,461.1111111111,1.0567164179,0.776119403,0.9936390958,FALSE
1,899,289997,461.1111111111,897.2222222222,0.4955223881,0.7298507463,0.8788895269,TRUE
1,900,290320,897.2222222222,466.6666666667,0.9641791045,0.7328358209,0.9785316069,FALSE
