epoch,start_sec,expert_stage,pred_stage,rel_delta,rel_theta,rel_alpha,rel_sigma,rel_beta
377,11280.0,W,N3,0.874862,0.049456,0.028211,0.01545,0.032021
378,11310.0,W,N3,0.867157,0.03951,0.028235,0.020639,0.044459
379,11340.0,W,N1,0.770832,0.091975,0.043344,0.02545,0.0684
380,11370.0,W,N3,0.777652,0.088588,0.04618,0.027402,0.060178
381,11400.0,W,N3,0.690164,0.104935,0.055687,0.040037,0.109177
382,11430.0,W,N3,0.717798,0.096983,0.05087,0.032617,0.101732
383,11460.0,W,N3,0.722312,0.097101,0.050924,0.031882,0.097781
384,11490.0,W,N3,0.733624,0.08984,0.049525,0.029579,0.097433
385,11520.0,W,N3,0.839265,0.068073,0.024555,0.015483,0.052623
386,11550.0,W,N3,0.843294,0.069294,0.025486,0.01749,0.044435
387,11580.0,W,N3,0.82507,0.056253,0.032216,0.023013,0.063448
388,11610.0,W,N3,0.8263,0.062319,0.03219,0.020812,0.058379
389,11640.0,W,N3,0.831012,0.07061,0.030713,0.02039,0.047276
390,11670.0,W,N3,0.881944,0.051,0.025608,0.014454,0.026994
391,11700.0,W,N3,0.828866,0.078733,0.032432,0.015376,0.044593
392,11730.0,W,N3,0.872244,0.067411,0.021585,0.010478,0.028282
393,11760.0,W,N3,0.904338,0.064579,0.016198,0.004631,0.010253
394,11790.0,W,N3,0.914853,0.052334,0.016338,0.005901,0.010575
395,11820.0,W,N3,0.911206,0.061216,0.012843,0.00429,0.010445
396,11850.0,W,N3,0.901685,0.061218,0.01669,0.00689,0.013518
397,11880.0,W,N3,0.927153,0.041214,0.011858,0.005844,0.013931
398,11910.0,W,N3,0.821336,0.056774,0.037137,0.025643,0.059109
399,11940.0,W,N3,0.82235,0.062658,0.038611,0.021395,0.054986
400,11970.0,W,N3,0.855868,0.059822,0.028459,0.017545,0.038305
401,12000.0,W,N3,0.878943,0.055458,0.021799,0.011651,0.032149
402,12030.0,W,N3,0.93961,0.038436,0.009429,0.004541,0.007984
403,12060.0,W,N3,0.950299,0.031128,0.008389,0.00342,0.006764
404,12090.0,W,N3,0.937499,0.042779,0.009699,0.003583,0.00644
405,12120.0,W,N3,0.933415,0.045115,0.010866,0.003814,0.006791
406,12150.0,W,N3,0.916725,0.058643,0.011192,0.004534,0.008906
407,12180.0,W,N3,0.929623,0.047377,0.011313,0.003629,0.008059
408,12210.0,W,N3,0.929596,0.043675,0.01218,0.004935,0.009614
409,12240.0,W,N3,0.938112,0.041939,0.009753,0.003642,0.006553
410,12270.0,W,N3,0.926037,0.055198,0.008452,0.003463,0.006851
411,12300.0,W,N3,0.938992,0.041704,0.008037,0.003855,0.007412
412,12330.0,W,N3,0.94491,0.035687,0.007737,0.003819,0.007847
413,12360.0,W,N3,0.905963,0.059599,0.01536,0.006448,0.012629
414,12390.0,W,N3,0.917591,0.055834,0.012752,0.004512,0.009311
415,12420.0,W,N3,0.909798,0.054263,0.017942,0.005399,0.012598
416,12450.0,W,N3,0.930047,0.047868,0.011258,0.003968,0.006858
417,12480.0,W,N3,0.945325,0.036643,0.009455,0.002711,0.005866
418,12510.0,W,N3,0.933549,0.045996,0.009881,0.003632,0.006943
419,12540.0,W,N3,0.92685,0.04306,0.011692,0.005462,0.012936
420,12570.0,W,N3,0.943721,0.034718,0.010443,0.004035,0.007083
421,12600.0,W,N3,0.94609,0.037777,0.007951,0.00306,0.005122
422,12630.0,W,N3,0.934689,0.043974,0.011903,0.003214,0.00622
423,12660.0,W,N3,0.945078,0.033899,0.011041,0.004055,0.005927
424,12690.0,W,N3,0.920493,0.049219,0.015224,0.005334,0.00973
425,12720.0,W,N3,0.938586,0.041132,0.010299,0.003242,0.00674
426,12750.0,W,N3,0.938068,0.041692,0.011032,0.002974,0.006233
427,12780.0,W,N3,0.929371,0.033844,0.012303,0.008331,0.01615
428,12810.0,W,N3,0.907184,0.066206,0.0139,0.003982,0.008728
429,12840.0,W,N3,0.891488,0.044239,0.019567,0.013641,0.031065
430,12870.0,W,N3,0.8118,0.071458,0.040753,0.023289,0.0527
431,12900.0,W,N3,0.813485,0.070884,0.038184,0.026323,0.051124
432,12930.0,W,N3,0.858907,0.053891,0.031602,0.016599,0.039002
433,12960.0,W,N3,0.830443,0.054402,0.038758,0.022236,0.05416
434,12990.0,W,N3,0.845655,0.056708,0.033447,0.019687,0.044503
435,13020.0,W,N1,0.803239,0.070539,0.035454,0.024431,0.066336
436,13050.0,W,N1,0.804125,0.075905,0.036417,0.022708,0.060845
437,13080.0,W,N3,0.792992,0.062892,0.044882,0.030415,0.068819
438,13110.0,W,N3,0.810139,0.077893,0.040213,0.02206,0.049695
439,13140.0,W,N3,0.81447,0.069954,0.041474,0.01933,0.054772
440,13170.0,W,N3,0.772059,0.081731,0.050936,0.022618,0.072656
441,13200.0,W,N3,0.819076,0.07238,0.035548,0.019408,0.053588
442,13230.0,W,N3,0.76874,0.086683,0.047886,0.023659,0.073032
443,13260.0,W,N1,0.783548,0.082906,0.045108,0.023362,0.065076
444,13290.0,W,N1,0.733006,0.092407,0.059059,0.029555,0.085972
445,13320.0,W,N1,0.724768,0.081447,0.066613,0.031832,0.09534
446,13350.0,W,N3,0.681096,0.105624,0.065694,0.0396,0.107986
447,13380.0,W,N3,0.752242,0.073984,0.063344,0.030505,0.079925
448,13410.0,W,N3,0.581649,0.113945,0.105016,0.058132,0.141258
449,13440.0,W,N3,0.835902,0.057473,0.034553,0.021067,0.051005
450,13470.0,W,N1,0.762659,0.069232,0.052462,0.036533,0.079114
451,13500.0,W,N3,0.762953,0.079088,0.05159,0.034334,0.072035
452,13530.0,W,N3,0.787747,0.076015,0.045597,0.027839,0.062802
453,13560.0,W,N1,0.73995,0.069437,0.062546,0.032937,0.095129
454,13590.0,W,N3,0.823854,0.065801,0.036054,0.02407,0.05022
455,13620.0,W,N1,0.836473,0.062439,0.031817,0.022369,0.046901
456,13650.0,W,N3,0.845838,0.059901,0.035004,0.017396,0.041861
457,13680.0,W,N3,0.833688,0.064834,0.033223,0.021034,0.047221
458,13710.0,W,N3,0.849574,0.050502,0.034445,0.017597,0.047882
459,13740.0,W,N3,0.875802,0.050187,0.022129,0.015806,0.036077
460,13770.0,W,N3,0.816717,0.07499,0.03194,0.020569,0.055783
461,13800.0,W,N1,0.752358,0.107313,0.042979,0.023931,0.073418
462,13830.0,W,N1,0.638872,0.119723,0.07524,0.045047,0.121118
463,13860.0,W,N3,0.818387,0.074138,0.036444,0.021013,0.050019
464,13890.0,W,N3,0.767363,0.104468,0.041372,0.02198,0.064817
465,13920.0,W,N3,0.856461,0.064452,0.023833,0.014312,0.040941
466,13950.0,W,N3,0.866901,0.052474,0.025707,0.014302,0.040616
467,13980.0,W,N3,0.89393,0.044357,0.020778,0.010777,0.030159
468,14010.0,W,N3,0.853878,0.063243,0.028785,0.012669,0.041425
469,14040.0,W,N3,0.890308,0.05044,0.020652,0.009702,0.028898
470,14070.0,W,N3,0.907123,0.044669,0.017586,0.008065,0.022557
471,14100.0,W,N3,0.887032,0.04795,0.023672,0.010029,0.031316
472,14130.0,W,N1,0.845207,0.05855,0.030979,0.017453,0.047812
473,14160.0,W,N3,0.867689,0.054151,0.0256,0.015871,0.036688
474,14190.0,W,N1,0.803115,0.090392,0.031931,0.021857,0.052704
475,14220.0,W,N1,0.858779,0.081953,0.022244,0.011109,0.025915
476,14250.0,W,N3,0.807653,0.09506,0.030316,0.01829,0.048681
477,14280.0,W,N3,0.923911,0.03857,0.012815,0.007312,0.017392
478,14310.0,W,N3,0.926662,0.048383,0.012108,0.004386,0.008462
479,14340.0,W,N3,0.908332,0.042657,0.015458,0.007949,0.025604
480,14370.0,W,N3,0.835135,0.049227,0.029936,0.022361,0.063341
481,14400.0,W,N3,0.795303,0.061899,0.038828,0.027418,0.076553
482,14430.0,W,N3,0.709487,0.09139,0.049544,0.039315,0.110264
483,14460.0,W,N1,0.53842,0.128916,0.076066,0.053734,0.202863
484,14490.0,W,N1,0.735384,0.082536,0.04493,0.030838,0.106311
485,14520.0,W,N3,0.821569,0.061342,0.031123,0.019985,0.06598
486,14550.0,W,N3,0.824485,0.052636,0.032251,0.018171,0.072457
487,14580.0,W,N3,0.741326,0.077361,0.04964,0.034314,0.097359
488,14610.0,W,N3,0.743863,0.074477,0.05138,0.028889,0.101392
489,14640.0,W,N3,0.861972,0.057246,0.026399,0.017744,0.036639
490,14670.0,W,N1,0.855818,0.052014,0.027025,0.018762,0.046381
491,14700.0,W,N3,0.851844,0.056298,0.027415,0.019578,0.044865
492,14730.0,W,N3,0.911415,0.044477,0.015547,0.009017,0.019544
493,14760.0,W,N3,0.907258,0.055642,0.015005,0.006605,0.01549
494,14790.0,W,N3,0.891202,0.058615,0.019649,0.009387,0.021148
495,14820.0,W,N3,0.92173,0.047436,0.012683,0.005749,0.012401
496,14850.0,W,N3,0.829668,0.086617,0.030776,0.014399,0.038541
497,14880.0,W,N3,0.902729,0.062309,0.015059,0.0058,0.014104
498,14910.0,W,N3,0.882162,0.072267,0.02026,0.008873,0.016438
499,14940.0,W,N3,0.866325,0.089383,0.022599,0.007643,0.01405
500,14970.0,W,N3,0.90584,0.061187,0.016765,0.005292,0.010916
501,15000.0,W,N3,0.885855,0.066611,0.017953,0.008212,0.021369
502,15030.0,W,N3,0.875207,0.066507,0.024102,0.00917,0.025014
503,15060.0,W,N3,0.81237,0.106427,0.030652,0.012125,0.038426
504,15090.0,W,N3,0.837299,0.097786,0.030052,0.010108,0.024755
505,15120.0,W,N3,0.824166,0.103589,0.031031,0.013994,0.02722
506,15150.0,W,N3,0.823606,0.105354,0.029226,0.008936,0.032878
507,15180.0,W,N3,0.81576,0.101788,0.03871,0.011969,0.031772
508,15210.0,W,N3,0.805462,0.116547,0.035272,0.010978,0.03174
509,15240.0,W,N3,0.918008,0.050756,0.01454,0.005866,0.01083
510,15270.0,W,N3,0.886536,0.067335,0.019654,0.006708,0.019767
511,15300.0,W,N3,0.811938,0.101736,0.037688,0.011996,0.036642
512,15330.0,W,N3,0.743176,0.149373,0.04164,0.017655,0.048156
513,15360.0,W,N3,0.869684,0.084912,0.021837,0.007848,0.015719
514,15390.0,W,N3,0.825883,0.109616,0.025413,0.011328,0.027759
515,15420.0,W,N1,0.851246,0.07746,0.024812,0.015839,0.030643
516,15450.0,W,N3,0.869364,0.085773,0.016815,0.007918,0.020131
517,15480.0,W,N3,0.904749,0.06127,0.01561,0.006528,0.011843
518,15510.0,W,N3,0.920626,0.045625,0.014327,0.006756,0.012666
519,15540.0,W,N1,0.854178,0.059683,0.022318,0.017562,0.046258
520,15570.0,W,N1,0.829274,0.078295,0.030368,0.017258,0.044805
521,15600.0,W,N1,0.882785,0.048889,0.023369,0.012899,0.032059
522,15630.0,W,N3,0.846978,0.065545,0.030084,0.014175,0.043219
523,15660.0,W,N3,0.838531,0.078416,0.028184,0.014291,0.040578
524,15690.0,W,N1,0.872379,0.067344,0.021843,0.010635,0.027799
525,15720.0,W,N3,0.922309,0.040838,0.015314,0.005711,0.015828
526,15750.0,W,N3,0.934612,0.035625,0.011455,0.004912,0.013396
527,15780.0,W,N3,0.895301,0.057348,0.017828,0.00799,0.021533
528,15810.0,W,N3,0.916415,0.046703,0.015249,0.006181,0.015452
529,15840.0,W,N3,0.921248,0.052108,0.012156,0.004548,0.00994
530,15870.0,W,N3,0.8915,0.0695,0.017746,0.006887,0.014368
531,15900.0,W,N3,0.914064,0.056557,0.01304,0.004397,0.011942
532,15930.0,W,N3,0.932817,0.047935,0.009714,0.003583,0.005952
533,15960.0,W,N3,0.910286,0.052966,0.016225,0.005676,0.014846
534,15990.0,W,N3,0.880552,0.071423,0.019148,0.007603,0.021274
535,16020.0,W,N3,0.928503,0.047062,0.011186,0.004195,0.009054
536,16050.0,W,N3,0.900459,0.050526,0.015882,0.009008,0.024124
537,16080.0,W,N3,0.92489,0.043299,0.013601,0.005546,0.012664
538,16110.0,W,N3,0.936411,0.042296,0.008889,0.003401,0.009003
539,16140.0,W,N3,0.933528,0.044814,0.010992,0.003005,0.007661
540,16170.0,W,N3,0.925821,0.049124,0.010347,0.004113,0.010595
541,16200.0,W,N3,0.923805,0.051625,0.012164,0.004114,0.008292
542,16230.0,W,N3,0.908091,0.059376,0.015027,0.005866,0.01164
543,16260.0,W,N3,0.896853,0.064267,0.01748,0.007031,0.014368
544,16290.0,W,N3,0.92844,0.0476,0.011921,0.0047,0.00734
545,16320.0,W,N3,0.885927,0.068227,0.021389,0.007711,0.016746
546,16350.0,W,N3,0.905657,0.060921,0.017128,0.005386,0.010908
547,16380.0,W,N3,0.903144,0.0593,0.019128,0.007163,0.011266
548,16410.0,W,N3,0.853248,0.092355,0.021484,0.010375,0.022537
549,16440.0,W,N3,0.838134,0.107632,0.023062,0.010342,0.02083
550,16470.0,W,N3,0.821835,0.10956,0.033093,0.012119,0.023392
551,16500.0,W,N3,0.866637,0.088752,0.021471,0.008811,0.014329
552,16530.0,W,N3,0.93184,0.042819,0.011633,0.004724,0.008983
553,16560.0,W,N3,0.890667,0.068801,0.018721,0.00714,0.01467
554,16590.0,W,N3,0.908495,0.05826,0.015319,0.006198,0.011728
555,16620.0,W,N3,0.952837,0.031143,0.007216,0.00306,0.005743
556,16650.0,W,N3,0.933909,0.042365,0.012067,0.004057,0.007601
557,16680.0,W,N3,0.94271,0.036959,0.010648,0.003223,0.00646
558,16710.0,W,N3,0.933358,0.042632,0.011746,0.00425,0.008013
559,16740.0,W,N3,0.931005,0.042591,0.014655,0.004194,0.007554
560,16770.0,W,N3,0.947519,0.033404,0.009542,0.003218,0.006316
561,16800.0,W,N3,0.948977,0.03586,0.007823,0.002763,0.004577
562,16830.0,W,N3,0.935096,0.041355,0.011136,0.00343,0.008984
563,16860.0,W,N3,0.942517,0.036003,0.011077,0.003609,0.006793
564,16890.0,W,N3,0.894344,0.071625,0.016978,0.005782,0.01127
565,16920.0,W,N3,0.931963,0.046357,0.010533,0.003546,0.007601
566,16950.0,W,N3,0.933514,0.043497,0.010389,0.003511,0.009088
567,16980.0,W,N3,0.894234,0.06501,0.019038,0.007229,0.014488
568,17010.0,W,N3,0.868278,0.083579,0.01968,0.008735,0.019729
569,17040.0,W,N3,0.954978,0.027493,0.007074,0.002782,0.007673
570,17070.0,W,N3,0.909488,0.057044,0.013994,0.005694,0.01378
571,17100.0,W,N3,0.927689,0.048636,0.009858,0.004472,0.009345
572,17130.0,W,N3,0.930692,0.041534,0.010637,0.005081,0.012056
573,17160.0,W,N1,0.880159,0.058964,0.021673,0.010676,0.028528
574,17190.0,W,N1,0.884636,0.067722,0.017452,0.00872,0.02147
575,17220.0,W,N3,0.847703,0.099547,0.021162,0.008386,0.023202
576,17250.0,W,N3,0.948891,0.038648,0.006131,0.002247,0.004083
577,17280.0,W,N3,0.948629,0.035696,0.008152,0.002857,0.004666
578,17310.0,W,N3,0.938533,0.039203,0.012068,0.00384,0.006356
579,17340.0,W,N3,0.945609,0.036222,0.009918,0.002864,0.005387
580,17370.0,W,N3,0.95203,0.033387,0.007518,0.002814,0.004252
581,17400.0,W,N3,0.93545,0.04725,0.008686,0.003492,0.005122
582,17430.0,W,N3,0.955513,0.032298,0.005758,0.002233,0.004198
583,17460.0,W,N3,0.953146,0.032588,0.006827,0.002657,0.004782
584,17490.0,W,N3,0.954732,0.031611,0.006729,0.002508,0.00442
585,17520.0,W,N3,0.944734,0.037565,0.008336,0.003139,0.006225
586,17550.0,W,N3,0.930047,0.04504,0.011844,0.004546,0.008522
587,17580.0,W,N3,0.946065,0.038582,0.006982,0.002682,0.00569
588,17610.0,W,N3,0.9403,0.037931,0.009658,0.003395,0.008716
589,17640.0,W,N3,0.941533,0.041525,0.008388,0.003138,0.005416
590,17670.0,W,N3,0.942994,0.038074,0.009137,0.003398,0.006397
591,17700.0,W,N3,0.933984,0.044317,0.010425,0.003564,0.007711
592,17730.0,W,N3,0.943583,0.03704,0.008623,0.003679,0.007076
593,17760.0,W,N3,0.955614,0.027941,0.007328,0.00284,0.006277
594,17790.0,W,N3,0.942238,0.035927,0.010543,0.003708,0.007584
595,17820.0,W,N3,0.939171,0.036239,0.008754,0.004957,0.010879
596,17850.0,W,N3,0.956899,0.029013,0.007043,0.002605,0.00444
597,17880.0,W,N3,0.963475,0.026208,0.004468,0.002031,0.003818
598,17910.0,W,N3,0.960241,0.029417,0.004814,0.001781,0.003747
599,17940.0,W,N3,0.954808,0.03026,0.007192,0.002795,0.004945
600,17970.0,W,N3,0.959014,0.028337,0.006444,0.00213,0.004075
601,18000.0,W,N3,0.951998,0.028276,0.010768,0.003226,0.005733
602,18030.0,W,N3,0.943566,0.03472,0.010779,0.003599,0.007337
603,18060.0,W,N3,0.947542,0.026212,0.009899,0.004549,0.011798
604,18090.0,W,N3,0.967804,0.021033,0.005691,0.002014,0.003459
605,18120.0,W,N3,0.967472,0.021687,0.005534,0.00187,0.003437
606,18150.0,W,N3,0.960501,0.026383,0.006863,0.002155,0.004098
607,18180.0,W,N3,0.969014,0.020329,0.00561,0.001804,0.003243
608,18210.0,W,N3,0.965605,0.022293,0.00601,0.002078,0.004014
609,18240.0,W,N3,0.963041,0.025239,0.005932,0.002006,0.003782
610,18270.0,W,N3,0.970799,0.019524,0.004476,0.001712,0.003488
611,18300.0,W,N3,0.969162,0.020917,0.004893,0.001473,0.003556
612,18330.0,W,N3,0.969674,0.01966,0.004818,0.001628,0.004221
613,18360.0,W,N3,0.963811,0.023787,0.00546,0.002026,0.004916
614,18390.0,W,N3,0.967148,0.020841,0.005389,0.001896,0.004726
615,18420.0,W,N3,0.960181,0.025217,0.006833,0.002442,0.005327
616,18450.0,W,N3,0.964135,0.022419,0.005838,0.002675,0.004933
617,18480.0,W,N3,0.953822,0.034854,0.006058,0.002005,0.003262
618,18510.0,W,N3,0.941077,0.044163,0.007633,0.002595,0.004533
619,18540.0,W,N3,0.954941,0.034964,0.005434,0.001569,0.003093
620,18570.0,W,N3,0.942865,0.044099,0.007306,0.002403,0.003328
621,18600.0,W,N3,0.946451,0.041728,0.006046,0.001808,0.003967
622,18630.0,W,N3,0.958563,0.03165,0.004717,0.001766,0.003304
623,18660.0,W,N3,0.948586,0.041153,0.005289,0.001641,0.00333
624,18690.0,W,N3,0.952127,0.038059,0.005031,0.001891,0.002891
625,18720.0,W,N3,0.949824,0.039161,0.005739,0.001934,0.003341
626,18750.0,W,N3,0.958529,0.03047,0.005961,0.001779,0.00326
627,18780.0,W,N3,0.946681,0.038323,0.008314,0.002458,0.004224
628,18810.0,W,N3,0.933152,0.048638,0.009203,0.003015,0.005992
629,18840.0,W,N3,0.942366,0.041383,0.007648,0.002995,0.005608
630,18870.0,W,N3,0.937124,0.046017,0.008396,0.002714,0.00575
631,18900.0,W,N3,0.932128,0.036665,0.009166,0.005805,0.016236
632,18930.0,W,N3,0.851516,0.057328,0.030246,0.018827,0.042082
633,18960.0,W,N3,0.888568,0.044093,0.020458,0.016143,0.030738
634,18990.0,W,N3,0.848004,0.06303,0.02502,0.012438,0.051509
635,19020.0,W,N3,0.930903,0.038339,0.011898,0.005693,0.013167
636,19050.0,W,N3,0.898299,0.063207,0.01517,0.007635,0.015689
637,19080.0,W,N3,0.879557,0.047463,0.024145,0.015473,0.033363
638,19110.0,W,N1,0.737324,0.093548,0.053208,0.030917,0.085003
639,19140.0,W,N3,0.875458,0.043845,0.022341,0.017731,0.040625
640,19170.0,W,N3,0.848305,0.057055,0.024424,0.017214,0.053002
641,19200.0,W,N3,0.876569,0.048441,0.022571,0.016371,0.036048
642,19230.0,W,N3,0.803017,0.06345,0.042624,0.026479,0.064429
643,19260.0,W,N3,0.895654,0.043022,0.020797,0.010283,0.030244
644,19290.0,W,N3,0.889436,0.03431,0.024263,0.014549,0.037442
645,19320.0,W,N3,0.796351,0.047281,0.039823,0.025987,0.090558
646,19350.0,W,N3,0.901566,0.049548,0.017422,0.009503,0.021962
647,19380.0,W,N3,0.815587,0.05548,0.035012,0.023158,0.070762
648,19410.0,W,N1,0.787251,0.062943,0.038729,0.030661,0.080416
649,19440.0,W,N3,0.797095,0.057235,0.033848,0.028153,0.083668
650,19470.0,W,N3,0.796134,0.063836,0.042709,0.027594,0.069728
651,19500.0,W,N3,0.776579,0.057525,0.042175,0.032067,0.091655
652,19530.0,W,N3,0.86328,0.049112,0.025002,0.017385,0.045221
653,19560.0,W,N3,0.779217,0.07105,0.043015,0.032868,0.07385
654,19590.0,W,N3,0.880228,0.052547,0.020683,0.011999,0.034543
655,19620.0,W,N3,0.767354,0.070572,0.04111,0.029379,0.091585
656,19650.0,W,N3,0.757083,0.073612,0.043053,0.03243,0.093823
657,19680.0,W,N3,0.785189,0.074894,0.035793,0.027104,0.077021
658,19710.0,W,N3,0.834787,0.06179,0.031646,0.016078,0.055699
659,19740.0,W,N3,0.821535,0.063195,0.034326,0.022388,0.058556
660,19770.0,W,N3,0.837928,0.055434,0.033882,0.020353,0.052402
661,19800.0,W,N3,0.920089,0.03215,0.016696,0.009325,0.02174
662,19830.0,W,N3,0.842225,0.071351,0.026719,0.021236,0.038469
663,19860.0,W,N1,0.758075,0.084821,0.047391,0.030693,0.079021
664,19890.0,W,N1,0.748611,0.062397,0.063468,0.042962,0.082562
665,19920.0,W,N3,0.825637,0.072797,0.033074,0.022619,0.045874
666,19950.0,W,N1,0.79261,0.064848,0.045632,0.026258,0.070652
667,19980.0,W,N3,0.820032,0.06694,0.034617,0.022269,0.056142
668,20010.0,W,N3,0.788701,0.069337,0.044584,0.027789,0.06959
669,20040.0,W,N3,0.88212,0.043946,0.024196,0.016759,0.032979
670,20070.0,W,N3,0.803665,0.064661,0.03685,0.023926,0.070898
671,20100.0,W,N3,0.783768,0.091485,0.038952,0.023957,0.061838
672,20130.0,W,N1,0.794107,0.093645,0.035158,0.022279,0.054812
673,20160.0,W,N3,0.871622,0.065287,0.022091,0.011795,0.029204
674,20190.0,W,N3,0.782095,0.084395,0.040739,0.023011,0.06976
675,20220.0,W,N1,0.682891,0.08066,0.065888,0.056158,0.114404
676,20250.0,W,N1,0.622163,0.104362,0.078971,0.049899,0.144606
677,20280.0,W,N1,0.833416,0.073422,0.025002,0.019488,0.048672
678,20310.0,W,N3,0.90041,0.055562,0.017717,0.00793,0.018381
679,20340.0,W,N3,0.918983,0.02686,0.016264,0.012942,0.024951
680,20370.0,W,N1,0.878906,0.040504,0.0225,0.019009,0.039081
681,20400.0,W,N3,0.842145,0.063603,0.026024,0.019273,0.048955
682,20430.0,W,N3,0.847606,0.072205,0.02253,0.01763,0.040029
683,20460.0,W,N3,0.822908,0.057275,0.034692,0.024241,0.060884
684,20490.0,W,N3,0.85587,0.053047,0.030749,0.015691,0.044643
685,20520.0,W,N1,0.795011,0.059487,0.037184,0.029055,0.079263
686,20550.0,W,N3,0.878589,0.053389,0.020646,0.013405,0.033971
687,20580.0,W,N3,0.880685,0.062508,0.015425,0.010608,0.030774
688,20610.0,W,N3,0.903482,0.042796,0.015328,0.012121,0.026274
689,20640.0,W,N3,0.843545,0.060968,0.027846,0.016892,0.050749
690,20670.0,W,N3,0.896982,0.050768,0.016821,0.01024,0.025189
691,20700.0,W,N3,0.833033,0.066868,0.02733,0.019271,0.053498
692,20730.0,W,N3,0.835143,0.061185,0.026861,0.01855,0.058261
693,20760.0,W,N3,0.856007,0.065078,0.025257,0.015573,0.038084
694,20790.0,W,N3,0.921249,0.048907,0.011057,0.005701,0.013087
695,20820.0,W,N3,0.933116,0.035168,0.011086,0.006169,0.014462
696,20850.0,W,N3,0.866194,0.05494,0.019597,0.015429,0.043839
697,20880.0,W,N3,0.85002,0.04827,0.02464,0.01758,0.059491
698,20910.0,W,N3,0.870556,0.046625,0.021284,0.015813,0.045722
699,20940.0,W,N3,0.855667,0.070642,0.02106,0.014085,0.038546
700,20970.0,W,N3,0.918984,0.058683,0.010764,0.004642,0.006928
701,21000.0,W,N3,0.929135,0.055995,0.007998,0.002652,0.00422
702,21030.0,W,N3,0.889659,0.060909,0.016045,0.009822,0.023565
703,21060.0,W,N3,0.89064,0.055016,0.01736,0.011784,0.0252
704,21090.0,W,N3,0.857951,0.045141,0.026218,0.025679,0.045011
705,21120.0,W,N3,0.925464,0.049048,0.009253,0.005503,0.010731
706,21150.0,W,N3,0.930002,0.057635,0.007194,0.002067,0.003102
707,21180.0,W,N3,0.928988,0.053363,0.00938,0.002509,0.00576
708,21210.0,W,N3,0.935567,0.050712,0.00735,0.002214,0.004157
709,21240.0,W,N3,0.94928,0.033426,0.006485,0.003004,0.007806
710,21270.0,W,N1,0.936604,0.027231,0.018882,0.005643,0.01164
711,21300.0,W,N1,0.844927,0.026208,0.073888,0.014745,0.040233
712,21330.0,W,N3,0.909525,0.020633,0.052447,0.003565,0.01383
713,21360.0,W,N3,0.737096,0.038035,0.177034,0.009476,0.038359
714,21390.0,W,N1,0.529155,0.090702,0.306266,0.016435,0.057442
715,21420.0,W,N3,0.60406,0.092311,0.224835,0.017745,0.061049
716,21450.0,W,N3,0.635132,0.092505,0.201271,0.019264,0.051828
717,21480.0,W,N1,0.569067,0.120793,0.216839,0.023157,0.070144
718,21510.0,W,N1,0.7195,0.10447,0.11984,0.013052,0.043137
719,21540.0,N1,N1,0.667095,0.14841,0.111877,0.018446,0.054172
720,21570.0,N1,N1,0.625836,0.182198,0.093058,0.022938,0.07597
721,21600.0,N1,N3,0.646622,0.186108,0.066865,0.022889,0.077516
722,21630.0,N1,N1,0.717971,0.146767,0.057115,0.020195,0.057952
723,21660.0,N1,N1,0.692063,0.144722,0.079341,0.022685,0.061188
724,21690.0,N1,N3,0.688099,0.176761,0.056911,0.02188,0.056348
725,21720.0,N1,N3,0.656797,0.228666,0.052626,0.016044,0.045866
726,21750.0,N1,N3,0.711643,0.192462,0.040619,0.0172,0.038077
727,21780.0,N1,N3,0.823677,0.137133,0.019933,0.007552,0.011706
728,21810.0,N1,N3,0.706461,0.20549,0.03558,0.015926,0.036544
729,21840.0,N1,N3,0.776592,0.142634,0.034239,0.012549,0.033985
730,21870.0,N1,N3,0.677729,0.230563,0.052456,0.015514,0.023738
731,21900.0,N2,N3,0.751625,0.190303,0.034803,0.010291,0.012978
732,21930.0,N2,N3,0.759344,0.17334,0.032237,0.014375,0.020704
733,21960.0,N1,N3,0.835424,0.127776,0.020708,0.006249,0.009843
734,21990.0,N1,N3,0.724541,0.186467,0.045017,0.017684,0.026291
735,22020.0,N2,N3,0.632129,0.300358,0.031307,0.024063,0.012143
736,22050.0,N2,N3,0.665148,0.225091,0.053866,0.033465,0.02243
737,22080.0,N2,N3,0.696742,0.230323,0.038409,0.021057,0.01347
738,22110.0,N2,N3,0.678292,0.208511,0.05961,0.042002,0.011584
739,22140.0,N2,N3,0.778437,0.13763,0.05273,0.020057,0.011146
740,22170.0,N2,N3,0.799212,0.122749,0.042275,0.016388,0.019376
741,22200.0,N1,N3,0.77806,0.061395,0.099339,0.013826,0.047381
742,22230.0,N1,N3,0.590062,0.13741,0.187816,0.021378,0.063335
743,22260.0,N1,N3,0.859041,0.016708,0.087533,0.007894,0.028824
744,22290.0,N1,N1,0.690139,0.134492,0.074622,0.028409,0.072338
745,22320.0,N1,N1,0.631148,0.118952,0.153278,0.027943,0.068679
746,22350.0,N1,N1,0.581399,0.12244,0.2007,0.021841,0.07362
747,22380.0,N1,N1,0.661037,0.13523,0.104903,0.022732,0.076098
748,22410.0,N1,N3,0.692017,0.129593,0.099353,0.022781,0.056256
749,22440.0,N1,N3,0.646553,0.171747,0.103942,0.024344,0.053414
750,22470.0,N1,N3,0.634693,0.117245,0.174821,0.01802,0.055221
751,22500.0,N1,N3,0.582747,0.114463,0.201016,0.021466,0.080308
752,22530.0,N1,N3,0.68088,0.177157,0.059239,0.023143,0.059581
