epoch,start_sec,expert_stage,pred_stage,rel_delta,rel_theta,rel_alpha,rel_sigma,rel_beta
377,11280.0,W,N3,0.851722,0.074984,0.023608,0.011941,0.037746
378,11310.0,W,N3,0.781343,0.119901,0.035304,0.017427,0.046025
379,11340.0,W,N3,0.7706,0.112198,0.040131,0.020495,0.056576
380,11370.0,W,N3,0.826271,0.077399,0.030062,0.01732,0.048948
381,11400.0,W,N3,0.871799,0.051514,0.019513,0.013346,0.043829
382,11430.0,W,N3,0.818568,0.080276,0.035114,0.017886,0.048156
383,11460.0,W,N3,0.841615,0.073252,0.02538,0.014361,0.045393
384,11490.0,W,N3,0.844106,0.067866,0.028436,0.011857,0.047735
385,11520.0,W,N3,0.84803,0.060319,0.030856,0.01469,0.046105
386,11550.0,W,N3,0.878972,0.05133,0.025548,0.010593,0.033558
387,11580.0,W,N3,0.871788,0.078807,0.018183,0.008531,0.022691
388,11610.0,W,N3,0.884151,0.065357,0.018938,0.009128,0.022426
389,11640.0,W,N3,0.884858,0.059451,0.01874,0.011066,0.025884
390,11670.0,W,N1,0.762308,0.093041,0.038322,0.02546,0.080869
391,11700.0,W,N3,0.790711,0.10238,0.036145,0.016957,0.053807
392,11730.0,W,N1,0.772783,0.115375,0.03572,0.023224,0.052899
393,11760.0,W,N3,0.845048,0.081959,0.02459,0.014931,0.033471
394,11790.0,W,N3,0.840036,0.077844,0.029002,0.014421,0.038696
395,11820.0,W,N3,0.829615,0.07814,0.033262,0.015273,0.04371
396,11850.0,W,N3,0.853832,0.072176,0.026045,0.014301,0.033645
397,11880.0,W,N1,0.839154,0.078458,0.026307,0.013342,0.042739
398,11910.0,W,N3,0.718754,0.162067,0.040524,0.023013,0.055643
399,11940.0,W,N3,0.721395,0.121946,0.059455,0.030964,0.066241
400,11970.0,W,N1,0.87351,0.058342,0.023791,0.01218,0.032178
401,12000.0,W,N3,0.788761,0.097743,0.034593,0.018491,0.060412
402,12030.0,W,N3,0.76899,0.118588,0.044682,0.02089,0.04685
403,12060.0,W,N3,0.759146,0.124997,0.046837,0.019354,0.049666
404,12090.0,W,N3,0.802749,0.082924,0.044587,0.021002,0.048738
405,12120.0,W,N3,0.712445,0.151543,0.043577,0.023122,0.069314
406,12150.0,W,N3,0.822453,0.107747,0.028789,0.011179,0.029832
407,12180.0,W,N3,0.763472,0.122844,0.044444,0.019068,0.050172
408,12210.0,W,N3,0.85208,0.075562,0.025152,0.010917,0.036289
409,12240.0,W,N3,0.822699,0.096709,0.029038,0.01348,0.038074
410,12270.0,W,N1,0.772849,0.11986,0.041822,0.01993,0.045539
411,12300.0,W,N3,0.724362,0.14619,0.044366,0.02237,0.062712
412,12330.0,W,N3,0.766599,0.143916,0.03832,0.013916,0.037249
413,12360.0,W,N3,0.601161,0.210323,0.065991,0.035386,0.087139
414,12390.0,W,N3,0.839966,0.082479,0.026913,0.012741,0.0379
415,12420.0,W,N3,0.850724,0.082965,0.023185,0.012403,0.030724
416,12450.0,W,N3,0.823203,0.07295,0.034511,0.016038,0.053298
417,12480.0,W,N3,0.752843,0.133164,0.044245,0.017248,0.0525
418,12510.0,W,N3,0.719572,0.16826,0.037411,0.017876,0.056882
419,12540.0,W,N3,0.778333,0.129959,0.03235,0.01766,0.041698
420,12570.0,W,N3,0.744946,0.128604,0.051248,0.018507,0.056695
421,12600.0,W,N3,0.670968,0.164198,0.065069,0.025957,0.073808
422,12630.0,W,N3,0.81011,0.084362,0.034001,0.016641,0.054887
423,12660.0,W,N3,0.754873,0.165489,0.027197,0.012523,0.039917
424,12690.0,W,N3,0.795886,0.128008,0.029716,0.010643,0.035747
425,12720.0,W,N3,0.839241,0.079465,0.024262,0.014092,0.04294
426,12750.0,W,N3,0.793312,0.128647,0.032636,0.013281,0.032124
427,12780.0,W,N3,0.831249,0.102565,0.024174,0.011243,0.030769
428,12810.0,W,N3,0.802708,0.105957,0.035685,0.014572,0.041078
429,12840.0,W,N3,0.797578,0.097268,0.036412,0.018002,0.05074
430,12870.0,W,N3,0.749954,0.137777,0.040108,0.019161,0.053001
431,12900.0,W,N3,0.838181,0.093234,0.024136,0.012254,0.032195
432,12930.0,W,N3,0.819571,0.087648,0.038073,0.017905,0.036803
433,12960.0,W,N3,0.853973,0.091093,0.03172,0.008152,0.015062
434,12990.0,W,N3,0.81291,0.123424,0.028528,0.011178,0.02396
435,13020.0,W,N3,0.8267,0.115466,0.022228,0.010393,0.025213
436,13050.0,W,N3,0.754006,0.146118,0.037346,0.016452,0.046078
437,13080.0,W,N3,0.67201,0.154657,0.056684,0.030568,0.08608
438,13110.0,W,N3,0.741156,0.146359,0.046942,0.018938,0.046605
439,13140.0,W,N3,0.815553,0.112838,0.027316,0.012679,0.031614
440,13170.0,W,N3,0.830957,0.113043,0.023225,0.009906,0.022869
441,13200.0,W,N3,0.879552,0.077664,0.019785,0.008188,0.01481
442,13230.0,W,N3,0.816252,0.094473,0.030723,0.016588,0.041964
443,13260.0,W,N3,0.811884,0.08309,0.034445,0.018824,0.051757
444,13290.0,W,N3,0.769935,0.120234,0.042154,0.019655,0.048022
445,13320.0,W,N3,0.782808,0.085466,0.042398,0.023212,0.066116
446,13350.0,W,N1,0.711139,0.105536,0.048381,0.03018,0.104763
447,13380.0,W,N1,0.622002,0.151365,0.060243,0.045737,0.120653
448,13410.0,W,N3,0.770241,0.098295,0.037619,0.02362,0.070225
449,13440.0,W,N1,0.681378,0.132789,0.064289,0.027913,0.09363
450,13470.0,W,N1,0.771203,0.098807,0.0433,0.018478,0.068211
451,13500.0,W,N1,0.769197,0.124888,0.038612,0.017767,0.049537
452,13530.0,W,N3,0.780878,0.120716,0.033766,0.016534,0.048105
453,13560.0,W,N3,0.80623,0.106707,0.033745,0.015113,0.038205
454,13590.0,W,N3,0.837413,0.081625,0.026502,0.01404,0.04042
455,13620.0,W,N3,0.768624,0.143235,0.034372,0.01469,0.039079
456,13650.0,W,N3,0.847697,0.093123,0.021986,0.009494,0.0277
457,13680.0,W,N3,0.805014,0.123535,0.028499,0.011648,0.031303
458,13710.0,W,N3,0.849508,0.068138,0.026862,0.014558,0.040934
459,13740.0,W,N3,0.854863,0.073709,0.024076,0.012948,0.034405
460,13770.0,W,N3,0.713611,0.158613,0.04638,0.021846,0.05955
461,13800.0,W,N3,0.697545,0.170763,0.049188,0.021487,0.061017
462,13830.0,W,N3,0.751839,0.136291,0.036461,0.018558,0.056851
463,13860.0,W,N3,0.826167,0.096745,0.025237,0.012872,0.038979
464,13890.0,W,N3,0.773925,0.095425,0.040217,0.024793,0.06564
465,13920.0,W,N3,0.835061,0.098734,0.024545,0.011954,0.029706
466,13950.0,W,N3,0.797592,0.090778,0.036162,0.020099,0.055369
467,13980.0,W,N1,0.767076,0.111169,0.045616,0.0196,0.056539
468,14010.0,W,N3,0.692753,0.152021,0.050757,0.024996,0.079472
469,14040.0,W,N3,0.817253,0.094339,0.027992,0.013446,0.04697
470,14070.0,W,N3,0.748823,0.13473,0.04219,0.015582,0.058676
471,14100.0,W,N3,0.795096,0.110515,0.033475,0.0142,0.046714
472,14130.0,W,N3,0.799358,0.118802,0.035585,0.012331,0.033923
473,14160.0,W,N3,0.801527,0.116984,0.030296,0.012033,0.039161
474,14190.0,W,N3,0.791811,0.12821,0.028329,0.01238,0.039269
475,14220.0,W,N3,0.793051,0.122309,0.025506,0.01401,0.045124
476,14250.0,W,N3,0.820722,0.11917,0.020895,0.009742,0.02947
477,14280.0,W,N3,0.753636,0.15145,0.034551,0.012663,0.0477
478,14310.0,W,N3,0.861623,0.070399,0.020173,0.01249,0.035315
479,14340.0,W,N3,0.865788,0.074645,0.022406,0.009926,0.027236
480,14370.0,W,N3,0.888762,0.064323,0.019152,0.008819,0.018943
481,14400.0,W,N3,0.833432,0.101316,0.022835,0.010688,0.031729
482,14430.0,W,N3,0.832457,0.091761,0.031145,0.01112,0.033517
483,14460.0,W,N1,0.74163,0.139826,0.048846,0.015612,0.054087
484,14490.0,W,N3,0.84395,0.106442,0.018609,0.007991,0.023008
485,14520.0,W,N3,0.822162,0.108942,0.023381,0.012357,0.033157
486,14550.0,W,N1,0.849689,0.087927,0.021102,0.012183,0.0291
487,14580.0,W,N3,0.827684,0.103847,0.026817,0.011317,0.030336
488,14610.0,W,N3,0.780212,0.13211,0.038429,0.011841,0.037409
489,14640.0,W,N3,0.745592,0.158508,0.032056,0.015085,0.048759
490,14670.0,W,N3,0.816955,0.089731,0.03203,0.015792,0.045491
491,14700.0,W,N3,0.849013,0.078364,0.024182,0.011931,0.03651
492,14730.0,W,N3,0.856913,0.072319,0.025195,0.01251,0.033063
493,14760.0,W,N3,0.733828,0.149612,0.039014,0.018432,0.059114
494,14790.0,W,N3,0.704569,0.145432,0.058213,0.020616,0.071171
495,14820.0,W,N3,0.680292,0.157705,0.063428,0.020426,0.078149
496,14850.0,W,N3,0.752625,0.135041,0.045986,0.01616,0.050188
497,14880.0,W,N3,0.853419,0.078408,0.024885,0.011371,0.031917
498,14910.0,W,N3,0.806562,0.09411,0.034692,0.016337,0.048299
499,14940.0,W,N3,0.808186,0.091385,0.037104,0.020626,0.042699
500,14970.0,W,N3,0.800535,0.099271,0.033945,0.015185,0.051064
501,15000.0,W,N3,0.804146,0.094232,0.03084,0.018444,0.052338
502,15030.0,W,N3,0.856451,0.061466,0.024663,0.012087,0.045334
503,15060.0,W,N1,0.776759,0.087439,0.042782,0.022971,0.070049
504,15090.0,W,N3,0.832671,0.0816,0.03227,0.015846,0.037613
505,15120.0,W,N3,0.806823,0.108997,0.029468,0.016572,0.038141
506,15150.0,W,N3,0.852938,0.087933,0.022287,0.011886,0.024956
507,15180.0,W,N3,0.840758,0.079024,0.028644,0.015126,0.036449
508,15210.0,W,N3,0.840588,0.09082,0.02757,0.011951,0.029072
509,15240.0,W,N3,0.816371,0.085763,0.031315,0.018834,0.047716
510,15270.0,W,N3,0.801474,0.097221,0.037562,0.018177,0.045566
511,15300.0,W,N3,0.851479,0.081482,0.027688,0.012333,0.027018
512,15330.0,W,N3,0.827613,0.079463,0.034925,0.016099,0.0419
513,15360.0,W,N3,0.819342,0.082944,0.035115,0.015952,0.046647
514,15390.0,W,N1,0.791427,0.10671,0.044538,0.017438,0.039886
515,15420.0,W,N3,0.812499,0.06693,0.042175,0.020406,0.05799
516,15450.0,W,N3,0.741685,0.125282,0.046597,0.025004,0.061432
517,15480.0,W,N1,0.875778,0.054353,0.024283,0.010113,0.035473
518,15510.0,W,N3,0.83856,0.094111,0.022702,0.011908,0.032719
519,15540.0,W,N3,0.833301,0.101599,0.025283,0.011773,0.028044
520,15570.0,W,N3,0.877899,0.081098,0.015558,0.008282,0.017163
521,15600.0,W,N3,0.889305,0.06952,0.015392,0.007939,0.017844
522,15630.0,W,N3,0.875477,0.066901,0.021353,0.010558,0.025711
523,15660.0,W,N3,0.825414,0.105219,0.028484,0.011673,0.02921
524,15690.0,W,N1,0.85987,0.082418,0.023856,0.010405,0.023452
525,15720.0,W,N3,0.824685,0.128415,0.017752,0.009716,0.019431
526,15750.0,W,N3,0.827984,0.1144,0.022539,0.010035,0.025042
527,15780.0,W,N3,0.7867,0.111334,0.038065,0.018524,0.045377
528,15810.0,W,N3,0.752824,0.145177,0.051015,0.016534,0.034452
529,15840.0,W,N3,0.796792,0.114805,0.035776,0.015594,0.037034
530,15870.0,W,N1,0.721693,0.119559,0.05923,0.02684,0.072678
531,15900.0,W,N3,0.834561,0.065291,0.030297,0.015984,0.053867
532,15930.0,W,N3,0.784888,0.072604,0.042046,0.023933,0.076528
533,15960.0,W,N3,0.844788,0.080425,0.029464,0.01344,0.031884
534,15990.0,W,N3,0.800965,0.089857,0.037031,0.019634,0.052512
535,16020.0,W,N3,0.83622,0.085784,0.034569,0.010557,0.03287
536,16050.0,W,N3,0.803848,0.118418,0.030599,0.012324,0.03481
537,16080.0,W,N3,0.880343,0.067401,0.023068,0.008821,0.020368
538,16110.0,W,N3,0.836386,0.08876,0.025821,0.011092,0.037941
539,16140.0,W,N3,0.812522,0.097905,0.032841,0.016497,0.040236
540,16170.0,W,N3,0.828322,0.086396,0.027995,0.015874,0.041413
541,16200.0,W,N3,0.816815,0.112299,0.027083,0.01403,0.029773
542,16230.0,W,N3,0.87145,0.08409,0.017297,0.008629,0.018535
543,16260.0,W,N3,0.828161,0.106001,0.023161,0.013227,0.029449
544,16290.0,W,N3,0.77106,0.154796,0.030731,0.014897,0.028517
545,16320.0,W,N3,0.765731,0.150097,0.034625,0.015521,0.034026
546,16350.0,W,N3,0.82743,0.120844,0.026514,0.008395,0.016817
547,16380.0,W,N3,0.802141,0.130094,0.02851,0.012601,0.026655
548,16410.0,W,N3,0.801428,0.105369,0.033493,0.017227,0.042484
549,16440.0,W,N3,0.819775,0.119225,0.022873,0.010112,0.028014
550,16470.0,W,N3,0.783701,0.158343,0.024484,0.010137,0.023335
551,16500.0,W,N3,0.779007,0.150453,0.030103,0.011788,0.028649
552,16530.0,W,N3,0.81698,0.12894,0.022664,0.00888,0.022536
553,16560.0,W,N3,0.78836,0.135789,0.030117,0.013956,0.031777
554,16590.0,W,N3,0.814652,0.14295,0.017681,0.0067,0.018017
555,16620.0,W,N3,0.835927,0.111382,0.020961,0.009664,0.022066
556,16650.0,W,N3,0.8603,0.095041,0.017815,0.007371,0.019473
557,16680.0,W,N3,0.786436,0.113123,0.033879,0.016927,0.049636
558,16710.0,W,N3,0.823987,0.106416,0.025687,0.013165,0.030745
559,16740.0,W,N3,0.789109,0.1306,0.030406,0.014981,0.034903
560,16770.0,W,N3,0.851103,0.097798,0.021632,0.009597,0.01987
561,16800.0,W,N3,0.748826,0.17633,0.048974,0.009685,0.016186
562,16830.0,W,N3,0.849253,0.11907,0.017011,0.005735,0.008931
563,16860.0,W,N3,0.805928,0.127967,0.032045,0.011018,0.023042
564,16890.0,W,N3,0.849465,0.107563,0.020165,0.008105,0.014701
565,16920.0,W,N3,0.827576,0.123723,0.026009,0.007939,0.014753
566,16950.0,W,N3,0.869969,0.09526,0.015831,0.00619,0.01275
567,16980.0,W,N3,0.840463,0.109683,0.018921,0.007632,0.023301
568,17010.0,W,N3,0.833078,0.124658,0.018502,0.007843,0.015919
569,17040.0,W,N3,0.812846,0.122243,0.026941,0.010541,0.027428
570,17070.0,W,N3,0.843069,0.103264,0.020013,0.009657,0.023997
571,17100.0,W,N3,0.858366,0.091142,0.022126,0.009016,0.01935
572,17130.0,W,N3,0.84581,0.111985,0.014877,0.007164,0.020164
573,17160.0,W,N3,0.8455,0.110125,0.018312,0.00938,0.016683
574,17190.0,W,N3,0.816675,0.122519,0.026234,0.009768,0.024803
575,17220.0,W,N3,0.834945,0.117428,0.021243,0.008486,0.017898
576,17250.0,W,N3,0.818782,0.109551,0.037941,0.010751,0.022976
577,17280.0,W,N3,0.868694,0.090897,0.019719,0.006981,0.01371
578,17310.0,W,N3,0.845143,0.105207,0.020959,0.008129,0.020561
579,17340.0,W,N3,0.808836,0.131295,0.027229,0.010427,0.022212
580,17370.0,W,N3,0.81453,0.116718,0.026727,0.012056,0.029968
581,17400.0,W,N3,0.846189,0.100391,0.022451,0.009595,0.021374
582,17430.0,W,N3,0.81083,0.122791,0.025577,0.012329,0.028474
583,17460.0,W,N3,0.816336,0.129505,0.022393,0.009965,0.0218
584,17490.0,W,N3,0.791569,0.141982,0.027268,0.010511,0.02867
585,17520.0,W,N3,0.838477,0.111535,0.019948,0.008014,0.022027
586,17550.0,W,N3,0.814296,0.133997,0.024033,0.008116,0.019558
587,17580.0,W,N3,0.807498,0.137972,0.020517,0.009449,0.024564
588,17610.0,W,N3,0.827775,0.11475,0.021943,0.009732,0.025799
589,17640.0,W,N3,0.841463,0.100844,0.021768,0.009668,0.026256
590,17670.0,W,N3,0.872322,0.087458,0.017409,0.006956,0.015856
591,17700.0,W,N3,0.841954,0.104307,0.024393,0.008387,0.020959
592,17730.0,W,N3,0.82833,0.109673,0.02186,0.010137,0.03
593,17760.0,W,N3,0.782059,0.141029,0.029523,0.012999,0.03439
594,17790.0,W,N3,0.817424,0.114298,0.024669,0.011412,0.032196
595,17820.0,W,N3,0.756395,0.144379,0.03989,0.015865,0.043471
596,17850.0,W,N3,0.772895,0.129695,0.031361,0.017594,0.048455
597,17880.0,W,N3,0.744203,0.178251,0.02809,0.013318,0.036137
598,17910.0,W,N3,0.755479,0.160621,0.04094,0.012583,0.030376
599,17940.0,W,N3,0.823641,0.116946,0.029625,0.008203,0.021586
600,17970.0,W,N3,0.819059,0.123253,0.022876,0.009236,0.025576
601,18000.0,W,N3,0.822722,0.115062,0.030291,0.009865,0.02206
602,18030.0,W,N3,0.815631,0.112207,0.02651,0.014083,0.031569
603,18060.0,W,N3,0.805655,0.118948,0.028929,0.01339,0.033077
604,18090.0,W,N3,0.819294,0.124952,0.026452,0.009299,0.020002
605,18120.0,W,N3,0.8257,0.128164,0.020205,0.00745,0.018481
606,18150.0,W,N3,0.852619,0.102488,0.019095,0.008137,0.017662
607,18180.0,W,N3,0.810098,0.12627,0.026142,0.011746,0.025744
608,18210.0,W,N3,0.815444,0.13127,0.022303,0.009334,0.021648
609,18240.0,W,N3,0.820804,0.132631,0.021708,0.007726,0.017131
610,18270.0,W,N3,0.788304,0.131619,0.027209,0.014534,0.038335
611,18300.0,W,N3,0.739246,0.132502,0.039351,0.02191,0.066991
612,18330.0,W,N3,0.782438,0.082166,0.041409,0.021978,0.072009
613,18360.0,W,N1,0.762017,0.06744,0.042387,0.028536,0.09962
614,18390.0,W,N1,0.806405,0.078318,0.035702,0.017013,0.062562
615,18420.0,W,N3,0.862271,0.066158,0.021371,0.01418,0.03602
616,18450.0,W,N3,0.823208,0.077183,0.031729,0.019912,0.047969
617,18480.0,W,N3,0.825284,0.096434,0.031893,0.013441,0.032949
618,18510.0,W,N3,0.849782,0.081678,0.023565,0.012836,0.03214
619,18540.0,W,N3,0.813521,0.091495,0.036973,0.017678,0.040332
620,18570.0,W,N3,0.818398,0.10128,0.029819,0.016319,0.034184
621,18600.0,W,N3,0.822487,0.057016,0.033939,0.020211,0.066347
622,18630.0,W,N3,0.836838,0.093225,0.025586,0.012456,0.031895
623,18660.0,W,N3,0.836677,0.095278,0.027293,0.01208,0.028673
624,18690.0,W,N1,0.781599,0.105523,0.045605,0.018571,0.048702
625,18720.0,W,N3,0.837987,0.086026,0.028803,0.01398,0.033204
626,18750.0,W,N3,0.789721,0.115407,0.03477,0.016994,0.043108
627,18780.0,W,N3,0.832517,0.09546,0.024463,0.012413,0.035148
628,18810.0,W,N3,0.835459,0.089894,0.028726,0.013884,0.032037
629,18840.0,W,N3,0.826546,0.095178,0.030002,0.015287,0.032987
630,18870.0,W,N3,0.876074,0.053717,0.022748,0.013517,0.033944
631,18900.0,W,N3,0.920676,0.044623,0.012983,0.007419,0.014299
632,18930.0,W,N1,0.847133,0.062469,0.025564,0.015036,0.049798
633,18960.0,W,N3,0.847229,0.064382,0.024618,0.017771,0.046001
634,18990.0,W,N1,0.853941,0.057415,0.029951,0.015305,0.043388
635,19020.0,W,N1,0.804755,0.078665,0.034682,0.019976,0.061922
636,19050.0,W,N3,0.811083,0.068077,0.035255,0.022325,0.06326
637,19080.0,W,N3,0.813621,0.110512,0.031237,0.012393,0.032237
638,19110.0,W,N3,0.859493,0.094445,0.021639,0.007689,0.016734
639,19140.0,W,N3,0.77897,0.146359,0.031972,0.013052,0.029646
640,19170.0,W,N3,0.764772,0.139669,0.038606,0.017951,0.039003
641,19200.0,W,N3,0.886463,0.063513,0.018292,0.007809,0.023923
642,19230.0,W,N3,0.820236,0.115961,0.031546,0.009986,0.022271
643,19260.0,W,N3,0.815751,0.114443,0.026845,0.011007,0.031953
644,19290.0,W,N3,0.74765,0.126939,0.044133,0.019662,0.061616
645,19320.0,W,N3,0.695737,0.143256,0.048159,0.025648,0.087199
646,19350.0,W,N3,0.744506,0.121991,0.035692,0.020484,0.077327
647,19380.0,W,N3,0.809375,0.115288,0.033321,0.011665,0.030351
648,19410.0,W,N3,0.745162,0.149376,0.04287,0.017095,0.045497
649,19440.0,W,N3,0.69216,0.200435,0.035713,0.016453,0.05524
650,19470.0,W,N3,0.721926,0.191177,0.028434,0.0127,0.045762
651,19500.0,W,N3,0.748156,0.15148,0.030969,0.015344,0.054051
652,19530.0,W,N3,0.739032,0.16909,0.038353,0.012534,0.04099
653,19560.0,W,N3,0.649774,0.233466,0.043168,0.018904,0.054688
654,19590.0,W,N3,0.678835,0.216121,0.0414,0.015264,0.04838
655,19620.0,W,N3,0.66595,0.203925,0.047252,0.018194,0.064679
656,19650.0,W,N3,0.736049,0.138725,0.038909,0.018533,0.067784
657,19680.0,W,N3,0.798582,0.098566,0.032557,0.015898,0.054397
658,19710.0,W,N3,0.795916,0.103677,0.031728,0.014912,0.053768
659,19740.0,W,N3,0.77394,0.114557,0.034427,0.016545,0.060532
660,19770.0,W,N3,0.721132,0.161132,0.038494,0.01684,0.062402
661,19800.0,W,N3,0.776011,0.114087,0.033024,0.015899,0.06098
662,19830.0,W,N3,0.705414,0.120691,0.043666,0.031981,0.098248
663,19860.0,W,N3,0.786306,0.131497,0.027154,0.01408,0.040963
664,19890.0,W,N3,0.790171,0.105156,0.034757,0.014373,0.055543
665,19920.0,W,N3,0.774554,0.127164,0.033349,0.014695,0.050238
666,19950.0,W,N3,0.812542,0.111884,0.026799,0.011992,0.036782
667,19980.0,W,N3,0.859872,0.083782,0.020351,0.011193,0.024803
668,20010.0,W,N3,0.842867,0.112121,0.020599,0.007689,0.016724
669,20040.0,W,N3,0.855182,0.087108,0.022056,0.009891,0.025762
670,20070.0,W,N3,0.810269,0.127627,0.027624,0.010462,0.024018
671,20100.0,W,N3,0.806496,0.119829,0.028618,0.010399,0.034658
672,20130.0,W,N3,0.829142,0.113564,0.022013,0.010262,0.02502
673,20160.0,W,N3,0.830136,0.101866,0.026076,0.010911,0.031011
674,20190.0,W,N3,0.796759,0.084941,0.031618,0.019461,0.067221
675,20220.0,W,N3,0.781302,0.137735,0.032779,0.014368,0.033816
676,20250.0,W,N3,0.840881,0.108454,0.022872,0.009609,0.018184
677,20280.0,W,N3,0.809086,0.128165,0.023681,0.010955,0.028113
678,20310.0,W,N3,0.854,0.094003,0.022264,0.009402,0.020331
679,20340.0,W,N3,0.840903,0.098452,0.027367,0.010191,0.023088
680,20370.0,W,N3,0.789142,0.141925,0.029512,0.011084,0.028337
681,20400.0,W,N3,0.842847,0.103319,0.022957,0.008326,0.022551
682,20430.0,W,N3,0.870081,0.081145,0.024004,0.007054,0.017715
683,20460.0,W,N3,0.856451,0.087322,0.022133,0.010425,0.02367
684,20490.0,W,N3,0.802032,0.112024,0.03064,0.015685,0.039619
685,20520.0,W,N3,0.725596,0.146791,0.047535,0.020099,0.059979
686,20550.0,W,N3,0.821522,0.09823,0.023668,0.013028,0.043552
687,20580.0,W,N3,0.811252,0.09975,0.031061,0.014342,0.043595
688,20610.0,W,N3,0.835245,0.098074,0.023558,0.012328,0.030795
689,20640.0,W,N3,0.778517,0.112656,0.035336,0.019926,0.053565
690,20670.0,W,N3,0.743038,0.138753,0.042232,0.017648,0.058329
691,20700.0,W,N3,0.827748,0.092078,0.021677,0.015428,0.043068
692,20730.0,W,N3,0.717637,0.148957,0.038898,0.020945,0.073563
693,20760.0,W,N3,0.809043,0.095915,0.033344,0.015804,0.045894
694,20790.0,W,N3,0.829578,0.097774,0.031182,0.012059,0.029408
695,20820.0,W,N3,0.796858,0.117356,0.028295,0.014628,0.042863
696,20850.0,W,N3,0.700498,0.185482,0.039394,0.01956,0.055065
697,20880.0,W,N3,0.783328,0.156061,0.028865,0.01056,0.021185
698,20910.0,W,N3,0.791541,0.137001,0.032223,0.012937,0.026298
699,20940.0,W,N3,0.829449,0.106287,0.023541,0.01095,0.029773
700,20970.0,W,N3,0.819199,0.112967,0.030024,0.011383,0.026428
701,21000.0,W,N3,0.741869,0.166423,0.040202,0.014515,0.036991
702,21030.0,W,N3,0.786581,0.131498,0.032947,0.015336,0.033639
703,21060.0,W,N3,0.803276,0.122859,0.027601,0.012138,0.034126
704,21090.0,W,N3,0.809303,0.103772,0.03039,0.013369,0.043167
705,21120.0,W,N3,0.76283,0.139753,0.038943,0.016446,0.042027
706,21150.0,W,N3,0.782697,0.123021,0.034613,0.014044,0.045625
707,21180.0,W,N3,0.765184,0.162585,0.027616,0.010667,0.033949
708,21210.0,W,N3,0.751709,0.159897,0.028697,0.013479,0.046218
709,21240.0,W,N3,0.746149,0.128238,0.040188,0.018711,0.066714
710,21270.0,W,N3,0.696876,0.202265,0.037467,0.015928,0.047463
711,21300.0,W,N3,0.821756,0.113954,0.023283,0.010655,0.030353
712,21330.0,W,N3,0.817929,0.094012,0.025475,0.013738,0.048845
713,21360.0,W,N3,0.780735,0.099352,0.031215,0.018739,0.069959
714,21390.0,W,N3,0.781911,0.129579,0.03255,0.01373,0.04223
715,21420.0,W,N3,0.764096,0.168098,0.029412,0.010054,0.028341
716,21450.0,W,N3,0.765195,0.13784,0.03601,0.014818,0.046138
717,21480.0,W,N3,0.768561,0.15834,0.029464,0.013038,0.030598
718,21510.0,W,N3,0.792629,0.128166,0.029153,0.013579,0.036474
719,21540.0,W,N3,0.808923,0.10535,0.026493,0.013761,0.045473
720,21570.0,W,N3,0.836393,0.096995,0.022805,0.011538,0.032269
721,21600.0,W,N3,0.797218,0.143275,0.025435,0.009222,0.02485
722,21630.0,W,N3,0.862952,0.093537,0.01938,0.006865,0.017266
723,21660.0,W,N3,0.787965,0.141437,0.028109,0.011006,0.031482
724,21690.0,W,N3,0.69949,0.230263,0.030313,0.009068,0.030866
725,21720.0,W,N3,0.733417,0.184034,0.036745,0.010734,0.035069
726,21750.0,W,N3,0.761132,0.156255,0.033085,0.012613,0.036915
727,21780.0,W,N3,0.746413,0.1649,0.031946,0.013228,0.043514
728,21810.0,W,N3,0.738001,0.170403,0.030842,0.013469,0.047285
729,21840.0,W,N3,0.742525,0.174399,0.031355,0.010939,0.040783
730,21870.0,W,N3,0.712999,0.186585,0.034944,0.014694,0.050778
731,21900.0,W,N3,0.792551,0.127871,0.02589,0.012375,0.041313
732,21930.0,W,N3,0.705692,0.207759,0.038569,0.012541,0.035438
733,21960.0,W,N3,0.732417,0.180579,0.032648,0.012779,0.041577
734,21990.0,W,N3,0.762963,0.171341,0.02826,0.011894,0.025542
735,22020.0,W,N3,0.774182,0.159268,0.029053,0.010643,0.026854
736,22050.0,W,N3,0.874994,0.089867,0.018099,0.005089,0.011951
737,22080.0,W,N3,0.783434,0.164001,0.022286,0.009445,0.020834
738,22110.0,W,N3,0.911038,0.053401,0.013928,0.006213,0.01542
739,22140.0,W,N3,0.859436,0.093679,0.020576,0.006874,0.019435
740,22170.0,W,N3,0.80803,0.141596,0.025933,0.006772,0.017668
741,22200.0,W,N3,0.834165,0.115704,0.021753,0.007075,0.021303
742,22230.0,W,N3,0.718002,0.109673,0.042723,0.032273,0.09733
743,22260.0,W,N3,0.753129,0.107335,0.041578,0.022715,0.075243
744,22290.0,W,N3,0.79352,0.097998,0.030349,0.019384,0.058749
745,22320.0,W,N3,0.845701,0.076449,0.023479,0.016067,0.038305
746,22350.0,W,N3,0.742446,0.15179,0.034303,0.018323,0.053137
747,22380.0,W,N3,0.737758,0.154811,0.029752,0.019643,0.058037
748,22410.0,W,N3,0.775537,0.160836,0.02425,0.009029,0.030348
749,22440.0,W,N3,0.793705,0.113376,0.029423,0.01642,0.047076
750,22470.0,W,N3,0.8203,0.127648,0.020657,0.008814,0.022581
751,22500.0,W,N3,0.803011,0.143087,0.024376,0.008195,0.021331
752,22530.0,W,N3,0.792191,0.152508,0.023275,0.00924,0.022785
753,22560.0,W,N3,0.789298,0.131334,0.02757,0.012515,0.039282
